MONTHYEAR,PLAN_NAME,Customer,REGION,PRODUCT,NET REVENUE,Gross Revenue,Discount percentage ,
2021-10-01,Medium Business,Cust23665,UK,PD1,95.2,106,,
2022-02-01,SMALL BUSINESS,Cust23666,NA,PD1,90,105,,
2022-02-01,Medium Business,Cust23672,EU,PD1,56.28,66,,
2021-09-01,SMALL BUSINESS,Cust23673,APJ,PD1,180,180,,
2022-01-01,SMALL BUSINESS,Cust23674,NA,PD1,60,79,,
2021-05-01,LARGE BUSINESS,Cust19240,EU,PD1,594,825,,
2022-03-01,SMALL BUSINESS,Cust23675,EU,PD1,18,18,,
2022-01-01,SMALL BUSINESS,Cust23676,EU,PD1,119.7,146,,
2021-06-01,SMALL BUSINESS,Cust23677,NA,PD1,95,95,,
2021-02-01,SMALL BUSINESS,Cust23678,NA,PD1,13.5,29,,
2022-03-01,SMALL BUSINESS,Cust23679,EU,PD1,143.64,175,,
2022-02-01,SMALL BUSINESS,Cust23680,OTHERS,PD2,78.2,156,,
2022-02-01,SMALL BUSINESS,Cust23681,EU,PD4,38.475,38,,
2021-07-01,SMALL BUSINESS,Cust23682,NA,PD1,19,27,,
2021-06-01,Medium Business,Cust7571,APJ,PD1,360,429,,
2021-10-01,Medium Business,Cust23683,NA,PD1,294,377,,
2021-10-01,SMALL BUSINESS,Cust23684,EU,PD1,75,95,,
2022-02-01,SMALL BUSINESS,Cust23685,EU,PD1,20.52,27,,
2021-11-01,SMALL BUSINESS,Cust4073,NA,PD1,108,108,,
2021-06-01,LARGE BUSINESS,Cust23689,NA,PD6,763,1017,,
2021-10-01,SMALL BUSINESS,Cust23690,INDIA,PD5,19.13832,26,,
2021-07-01,SMALL BUSINESS,Cust23692,EU,PD1,23.37,31,,
2021-11-01,SMALL BUSINESS,Cust4627,MEA,PD5,36,47,,
2021-09-01,Medium Business,Cust14495,APJ,PD1,67.046364,75,,
2021-01-01,SMALL BUSINESS,Cust23693,EU,PD1,18.45,23,,
2022-01-01,Medium Business,Cust23695,INDIA,PD6,3949.94,5643,,
2021-04-01,SMALL BUSINESS,Cust23702,APJ,PD5,15,19,,
2021-10-01,SMALL BUSINESS,Cust23703,NA,PD1,150,190,,
2022-01-01,Medium Business,Cust23704,NA,PD1,186.2,236,,
2021-07-01,SMALL BUSINESS,Cust23705,NA,PD1,15,15,,
2022-01-01,Medium Business,Cust23709,NA,PD1,1770,4784,,
2021-09-01,SMALL BUSINESS,Cust4114,EU,PD1,22.14,31,,
2021-02-01,SMALL BUSINESS,Cust23710,NA,PD1,152,192,,
2021-07-01,LARGE BUSINESS,Cust19284,APJ,PD5,88.92,89,,
2021-02-01,LARGE BUSINESS,Cust14530,NA,PD1,207,235,,
2021-01-01,LARGE BUSINESS,Cust23711,APJ,PD1,316,316,,
2021-06-01,Medium Business,Cust23712,EU,PD1,129.15,168,,
2022-03-01,SMALL BUSINESS,Cust23713,NA,PD6,102,102,,
2022-01-01,Medium Business,Cust23717,EU,PD1,890.34,2024,,
2022-03-01,SMALL BUSINESS,Cust23719,APJ,PD1,32.4,44,,
2021-12-01,Medium Business,Cust23721,MEA,PD1,147,167,,
2021-11-01,SMALL BUSINESS,Cust23722,EU,PD5,22.14,31,,
2021-07-01,Medium Business,Cust23724,NA,PD4,85,85,,
2021-12-01,Medium Business,Cust23728,APJ,PD1,944,1259,,
2021-12-01,SMALL BUSINESS,Cust23729,NA,PD5,36,44,,
2021-07-01,SMALL BUSINESS,Cust11073,NA,PD1,19,26,,
2021-06-01,SMALL BUSINESS,Cust23731,NA,PD6,38,46,,
2021-06-01,SMALL BUSINESS,Cust23732,EU,PD1,14.76,18,,
2021-11-01,Medium Business,Cust19304,INDIA,PD5,94,127,,
2021-01-01,LARGE BUSINESS,Cust23733,APJ,PD5,195,195,,
2022-01-01,Medium Business,Cust23734,MEA,PD1,233.28,265,,
2021-09-01,LARGE BUSINESS,Cust23736,APJ,PD1,95,95,,
2021-08-01,SMALL BUSINESS,Cust23737,NA,PD1,15,30,,
2021-06-01,Medium Business,Cust23738,EU,PD6,1014.6639,1015,,
2022-03-01,SMALL BUSINESS,Cust23739,NA,PD6,236,295,,
2021-11-01,SMALL BUSINESS,Cust23740,EU,PD1,162,162,,
2021-03-01,SMALL BUSINESS,Cust19347,NA,PD1,30,30,,
2021-08-01,LARGE BUSINESS,Cust23742,NA,PD6,10770,12239,,
2021-01-01,LARGE BUSINESS,Cust13786,MEA,PD4,87.12,104,,
2021-01-01,SMALL BUSINESS,Cust23743,EU,PD1,57,78,,
2022-02-01,SMALL BUSINESS,Cust23744,EU,PD1,16.08,22,,
2021-11-01,SMALL BUSINESS,Cust4174,NA,PD1,108,108,,
2021-10-01,Medium Business,Cust23747,NA,PD6,131.5,376,,
2022-02-01,SMALL BUSINESS,Cust6876,APJ,PD5,126,170,,
2022-01-01,Medium Business,Cust2203,APJ,PD5,47.52,59,,
2022-03-01,SMALL BUSINESS,Cust23748,OTHERS,PD2,131,170,,
2021-09-01,SMALL BUSINESS,Cust17012,EU,PD1,110.7,124,,
2022-02-01,SMALL BUSINESS,Cust23749,NA,PD1,30,34,,
2021-04-01,SMALL BUSINESS,Cust23750,EU,PD1,57,57,,
2021-12-01,SMALL BUSINESS,Cust2265,EU,PD1,18,23,,
2021-11-01,Medium Business,Cust23752,NA,PD6,1223.75,1632,,
2022-01-01,SMALL BUSINESS,Cust23753,APJ,PD1,18,18,,
2021-07-01,LARGE BUSINESS,Cust23754,EU,PD5,135,153,,
2021-06-01,LARGE BUSINESS,Cust9357,INDIA,PD1,138,157,,
2021-02-01,SMALL BUSINESS,Cust23757,EU,PD1,18.45,25,,
2021-06-01,SMALL BUSINESS,Cust23760,NA,PD1,75,94,,
2021-12-01,SMALL BUSINESS,Cust23761,APJ,PD1,23.4,23,,
2021-07-01,SMALL BUSINESS,Cust23762,NA,PD6,1218,1467,,
2021-11-01,Medium Business,Cust23763,APJ,PD6,89,101,,
2022-03-01,SMALL BUSINESS,Cust23764,UK,PD6,53.6,60,,
2021-10-01,SMALL BUSINESS,Cust23766,EU,PD1,18.45,24,,
2021-04-01,SMALL BUSINESS,Cust23767,NA,PD1,15,17,,
2021-10-01,SMALL BUSINESS,Cust23768,EU,PD1,36,36,,
2022-03-01,SMALL BUSINESS,Cust23769,APJ,PD1,180,240,,
2021-03-01,LARGE BUSINESS,Cust4110,INDIA,PD2,246.22632,333,,
2021-02-01,LARGE BUSINESS,Cust4547,NA,PD1,205.8,290,,
2021-03-01,SMALL BUSINESS,Cust23773,UK,PD5,20.4,20,,
2021-08-01,LARGE BUSINESS,Cust23775,NA,PD4,119,159,,
2021-02-01,SMALL BUSINESS,Cust12848,UK,PD1,19.13832,25,,
2021-03-01,SMALL BUSINESS,Cust14564,NA,PD1,19,23,,
2021-12-01,SMALL BUSINESS,Cust23781,MEA,PD4,18,18,,
2021-11-01,SMALL BUSINESS,Cust23782,INDIA,PD1,29,29,,
2021-06-01,SMALL BUSINESS,Cust23784,NA,PD6,177,177,,
2022-02-01,SMALL BUSINESS,Cust23786,APJ,PD5,36,88,,
2021-08-01,LARGE BUSINESS,Cust23787,INDIA,PD1,1449.373018,1789,,
2022-01-01,SMALL BUSINESS,Cust4230,NA,PD6,69.6,87,,
2022-02-01,SMALL BUSINESS,Cust23788,NA,PD1,112.52,139,,
2021-12-01,LARGE BUSINESS,Cust5334,NA,PD6,1482.4,1977,,
2021-05-01,SMALL BUSINESS,Cust23791,MEA,PD2,70,70,,
2021-09-01,SMALL BUSINESS,Cust23792,NA,PD6,352.8,410,,
2021-12-01,SMALL BUSINESS,Cust23793,NA,PD1,72,91,,
2021-10-01,SMALL BUSINESS,Cust23794,APJ,PD5,18,25,,
2021-03-01,SMALL BUSINESS,Cust23796,NA,PD5,157.5,158,,
2021-11-01,Medium Business,Cust23798,NA,PD5,78,78,,
2021-02-01,SMALL BUSINESS,Cust23799,MEA,PD1,57,68,,
2021-05-01,LARGE BUSINESS,Cust23800,NA,PD1,125,169,,
2021-03-01,Medium Business,Cust23802,NA,PD6,1335,1690,,
2021-06-01,LARGE BUSINESS,Cust23803,NA,PD6,523.2,523,,
2021-06-01,SMALL BUSINESS,Cust23804,OTHERS,PD2,75,89,,
2021-01-01,SMALL BUSINESS,Cust6308,NA,PD1,60,75,,
2021-06-01,LARGE BUSINESS,Cust23809,EU,PD1,72.8775,98,,
2021-07-01,Medium Business,Cust23810,NA,PD6,370.6,1029,,
2021-08-01,Medium Business,Cust23811,NA,PD6,416.58,463,,
2022-03-01,LARGE BUSINESS,Cust23812,INDIA,PD4,77.3871,92,,
2022-03-01,SMALL BUSINESS,Cust23815,NA,PD1,18,22,,
2022-03-01,Medium Business,Cust23816,NA,PD6,218,495,,
2021-10-01,SMALL BUSINESS,Cust23817,EU,PD1,66.42,84,,
2021-12-01,Medium Business,Cust23821,NA,PD1,251,344,,
2021-05-01,LARGE BUSINESS,Cust9590,MEA,PD5,99,118,,
2021-03-01,SMALL BUSINESS,Cust23826,EU,PD4,29,36,,
2021-07-01,LARGE BUSINESS,Cust23828,INDIA,PD1,243.43,286,,
2021-04-01,SMALL BUSINESS,Cust23829,EU,PD7,18.45,21,,
2022-01-01,SMALL BUSINESS,Cust23831,EU,PD4,40.5,50,,
2021-11-01,SMALL BUSINESS,Cust23832,APJ,PD7,54,68,,
2021-12-01,SMALL BUSINESS,Cust23835,NA,PD4,15,18,,
2022-01-01,SMALL BUSINESS,Cust23837,EU,PD1,60,86,,
2021-02-01,Medium Business,Cust19411,EU,PD5,107,126,,
2021-05-01,LARGE BUSINESS,Cust23839,NA,PD1,125,151,,
2021-02-01,LARGE BUSINESS,Cust23842,MEA,PD1,49,49,,
2021-08-01,Medium Business,Cust23843,EU,PD4,142.8,172,,
2021-11-01,SMALL BUSINESS,Cust23844,MEA,PD6,118,169,,
2021-03-01,SMALL BUSINESS,Cust9620,APJ,PD1,15,21,,
2021-02-01,LARGE BUSINESS,Cust23845,APJ,PD1,138.996,154,,
2022-03-01,SMALL BUSINESS,Cust23847,NA,PD6,46.55,60,,
2021-03-01,SMALL BUSINESS,Cust23849,NA,PD4,123.25,123,,
2021-11-01,Medium Business,Cust23850,NA,PD1,261.99,262,,
2021-09-01,LARGE BUSINESS,Cust23851,UK,PD6,3488,4589,,
2021-04-01,SMALL BUSINESS,Cust4320,NA,PD1,38,38,,
2021-01-01,SMALL BUSINESS,Cust3231,APJ,PD5,22.62,25,,
2021-05-01,LARGE BUSINESS,Cust9638,INDIA,PD5,256,692,,
2021-04-01,LARGE BUSINESS,Cust23852,NA,PD1,124.42,141,,
2021-05-01,Medium Business,Cust23853,MEA,PD1,269.82,385,,
2021-05-01,LARGE BUSINESS,Cust23857,EU,PD1,120.54,149,,
2021-04-01,SMALL BUSINESS,Cust19434,EU,PD1,95,122,,
2021-02-01,LARGE BUSINESS,Cust23858,NA,PD4,5220,6214,,
2021-11-01,SMALL BUSINESS,Cust23861,UK,PD1,81.6,100,,
2021-10-01,LARGE BUSINESS,Cust23862,NA,PD5,373,373,,
2022-03-01,SMALL BUSINESS,Cust23864,EU,PD1,36,47,,
2021-04-01,LARGE BUSINESS,Cust23866,MEA,PD1,2229.5,2230,,
2021-03-01,SMALL BUSINESS,Cust23867,NA,PD5,39.9,55,,
2022-01-01,Medium Business,Cust23869,UK,PD1,71,165,,
2021-11-01,SMALL BUSINESS,Cust9750,EU,PD1,18,20,,
2021-08-01,Medium Business,Cust23871,NA,PD6,279.99,350,,
2021-05-01,SMALL BUSINESS,Cust23872,NA,PD4,35,42,,
2021-07-01,SMALL BUSINESS,Cust4355,NA,PD1,19,25,,
2021-02-01,SMALL BUSINESS,Cust23875,EU,PD1,75,100,,
2021-08-01,SMALL BUSINESS,Cust23876,EU,PD5,44.28,50,,
2021-10-01,Medium Business,Cust23877,EU,PD1,355,355,,
2021-08-01,SMALL BUSINESS,Cust23878,APJ,PD4,18,21,,
2022-03-01,Medium Business,Cust23881,NA,PD1,118,133,,
2021-11-01,Medium Business,Cust23882,EU,PD6,184.5,185,,
2021-05-01,SMALL BUSINESS,Cust4448,NA,PD1,38,38,,
2021-10-01,SMALL BUSINESS,Cust23883,OTHERS,PD2,77,90,,
2021-07-01,SMALL BUSINESS,Cust23884,UK,PD6,118,164,,
2021-08-01,Medium Business,Cust23887,NA,PD4,188,235,,
2021-02-01,Medium Business,Cust23891,NA,PD4,236,236,,
2022-03-01,Medium Business,Cust23892,INDIA,PD1,133.1022,151,,
2021-01-01,Medium Business,Cust23893,INDIA,PD1,94.773672,263,,
2022-01-01,Medium Business,Cust23896,EU,PD7,39,39,,
2021-02-01,Medium Business,Cust23897,APJ,PD10,61,68,,
2021-11-01,SMALL BUSINESS,Cust23899,APJ,PD1,70,92,,
2021-06-01,LARGE BUSINESS,Cust23901,EU,PD1,276,345,,
2021-03-01,LARGE BUSINESS,Cust23903,EU,PD1,933.57,1037,,
2021-07-01,SMALL BUSINESS,Cust17960,UK,PD5,23.37,23,,
2021-10-01,Medium Business,Cust23904,UK,PD1,285.6,371,,
2021-03-01,SMALL BUSINESS,Cust23906,EU,PD6,40.8,41,,
2021-08-01,Medium Business,Cust23907,NA,PD6,201,201,,
2022-01-01,SMALL BUSINESS,Cust23908,NA,PD4,36,47,,
2022-03-01,SMALL BUSINESS,Cust23909,NA,PD1,36,46,,
2021-10-01,Medium Business,Cust23910,NA,PD5,94,200,,
2021-08-01,SMALL BUSINESS,Cust9693,EU,PD1,18,18,,
2021-02-01,SMALL BUSINESS,Cust23911,NA,PD1,57,70,,
2021-04-01,SMALL BUSINESS,Cust23913,UK,PD1,45,62,,
2021-04-01,SMALL BUSINESS,Cust23914,NA,PD1,114,134,,
2022-03-01,LARGE BUSINESS,Cust23915,EU,PD1,296.4,296,,
2021-09-01,SMALL BUSINESS,Cust23917,EU,PD1,92.8,119,,
2021-06-01,LARGE BUSINESS,Cust23918,NA,PD1,156.8,194,,
2021-12-01,LARGE BUSINESS,Cust23919,INDIA,PD1,415,585,,
2021-07-01,SMALL BUSINESS,Cust23920,UK,PD1,81.6,112,,
2021-11-01,LARGE BUSINESS,Cust23924,UK,PD6,408,408,,
2021-12-01,Medium Business,Cust23925,APJ,PD5,47,67,,
2022-01-01,LARGE BUSINESS,Cust9709,APJ,PD4,149,194,,
2021-06-01,SMALL BUSINESS,Cust19553,NA,PD1,429,596,,
2021-04-01,SMALL BUSINESS,Cust23929,UK,PD1,29.92,30,,
2021-02-01,SMALL BUSINESS,Cust9715,NA,PD6,29,29,,
2021-12-01,Medium Business,Cust23930,UK,PD7,39,46,,
2021-06-01,LARGE BUSINESS,Cust9721,MEA,PD5,137,169,,
2021-06-01,SMALL BUSINESS,Cust23932,MEA,PD1,57,80,,
2021-05-01,SMALL BUSINESS,Cust23933,NA,PD1,15,18,,
2021-03-01,LARGE BUSINESS,Cust4161,MEA,PD5,128.25,162,,
2021-01-01,LARGE BUSINESS,Cust23937,NA,PD1,420,477,,
2021-05-01,LARGE BUSINESS,Cust1318,MEA,PD5,59,59,,
2022-02-01,Medium Business,Cust9585,NA,PD3,35,44,,
2021-08-01,SMALL BUSINESS,Cust23938,NA,PD6,57,57,,
2022-01-01,Medium Business,Cust23939,NA,PD4,70.2,100,,
2021-02-01,Medium Business,Cust23941,NA,PD1,45,64,,
2021-05-01,SMALL BUSINESS,Cust23946,EU,PD1,46.74,66,,
2022-01-01,SMALL BUSINESS,Cust4438,APJ,PD5,21.6,30,,
2021-12-01,SMALL BUSINESS,Cust23947,NA,PD1,126,164,,
2021-09-01,LARGE BUSINESS,Cust23948,NA,PD5,255,349,,
2022-03-01,SMALL BUSINESS,Cust23949,NA,PD1,18,20,,
2021-12-01,Medium Business,Cust23951,NA,PD6,860.04,860,,
2021-06-01,LARGE BUSINESS,Cust4368,NA,PD5,78,181,,
2021-09-01,SMALL BUSINESS,Cust23954,EU,PD1,162,228,,
2021-04-01,SMALL BUSINESS,Cust23895,INDIA,PD1,19.13832,25,,
2021-11-01,SMALL BUSINESS,Cust23956,UK,PD1,54,117,,
2022-02-01,SMALL BUSINESS,Cust23958,EU,PD6,57,67,,
2021-11-01,LARGE BUSINESS,Cust13959,MEA,PD1,695,827,,
2021-12-01,Medium Business,Cust23959,NA,PD5,141,201,,
2021-05-01,LARGE BUSINESS,Cust23960,NA,PD1,196,236,,
2021-03-01,SMALL BUSINESS,Cust23963,APJ,PD4,130.5,150,,
2021-09-01,Medium Business,Cust23965,NA,PD6,491,491,,
2022-02-01,Medium Business,Cust23966,EU,PD1,147,306,,
2022-01-01,SMALL BUSINESS,Cust23968,EU,PD1,45,45,,
2022-03-01,SMALL BUSINESS,Cust23969,APJ,PD4,36,36,,
2021-12-01,SMALL BUSINESS,Cust23970,NA,PD1,72,90,,
2021-03-01,LARGE BUSINESS,Cust23971,EU,PD1,207.87,285,,
2021-01-01,SMALL BUSINESS,Cust4461,NA,PD1,19,25,,
2021-10-01,SMALL BUSINESS,Cust23973,EU,PD1,287.82,335,,
2021-03-01,SMALL BUSINESS,Cust23974,MEA,PD1,57,81,,
2022-03-01,SMALL BUSINESS,Cust23975,NA,PD1,33,33,,
2021-05-01,SMALL BUSINESS,Cust23977,APJ,PD1,95.472,124,,
2021-11-01,Medium Business,Cust23979,INDIA,PD1,59,66,,
2022-01-01,Medium Business,Cust21219,NA,PD1,236,236,,
2021-08-01,SMALL BUSINESS,Cust23986,EU,PD1,57,57,,
2022-03-01,Medium Business,Cust23987,UK,PD6,562.8,647,,
2021-06-01,SMALL BUSINESS,Cust14873,APJ,PD1,19,19,,
2021-10-01,SMALL BUSINESS,Cust23988,NA,PD6,88.2,109,,
2022-02-01,Medium Business,Cust23989,NA,PD6,1869,2199,,
2021-10-01,Medium Business,Cust23991,EU,PD1,698.64,822,,
2021-10-01,Medium Business,Cust23993,NA,PD1,3195,4377,,
2021-02-01,SMALL BUSINESS,Cust23999,NA,PD1,76,86,,
2021-10-01,Medium Business,Cust24000,EU,PD1,59,77,,
2021-07-01,LARGE BUSINESS,Cust4505,EU,PD5,78,90,,
2021-11-01,Medium Business,Cust24002,INDIA,PD5,47,55,,
2021-04-01,LARGE BUSINESS,Cust24006,NA,PD1,147,147,,
2022-02-01,Medium Business,Cust24008,MEA,PD1,826,1132,,
2021-08-01,LARGE BUSINESS,Cust24010,NA,PD6,1836.22,2212,,
2021-12-01,SMALL BUSINESS,Cust24012,NA,PD1,15,21,,
2021-02-01,LARGE BUSINESS,Cust24013,NA,PD1,49,56,,
2022-02-01,Medium Business,Cust24014,APJ,PD1,71,71,,
2021-12-01,SMALL BUSINESS,Cust24015,NA,PD1,54,54,,
2021-03-01,Medium Business,Cust24016,APJ,PD6,218,218,,
2021-05-01,LARGE BUSINESS,Cust24017,MEA,PD1,2041.69,2374,,
2021-07-01,Medium Business,Cust24020,NA,PD6,1210.06,1458,,
2022-02-01,LARGE BUSINESS,Cust19599,APJ,PD5,224.25,547,,
2021-03-01,SMALL BUSINESS,Cust24024,UK,PD1,183.6,219,,
2021-12-01,Medium Business,Cust24025,NA,PD6,1602,1863,,
2022-03-01,SMALL BUSINESS,Cust24027,APJ,PD1,43.2,54,,
2021-07-01,SMALL BUSINESS,Cust24030,EU,PD6,68,76,,
2022-01-01,Medium Business,Cust9825,NA,PD3,35,35,,
2021-10-01,SMALL BUSINESS,Cust24032,NA,PD1,35,95,,
2022-03-01,SMALL BUSINESS,Cust24033,NA,PD6,735,735,,
2021-04-01,Medium Business,Cust24034,NA,PD6,263.99,307,,
2021-04-01,LARGE BUSINESS,Cust9836,NA,PD4,149,149,,
2021-08-01,Medium Business,Cust24035,EU,PD1,261.99,524,,
2021-09-01,Medium Business,Cust24036,APJ,PD1,194.22,243,,
2021-10-01,LARGE BUSINESS,Cust24037,EU,PD1,345,388,,
2022-01-01,Medium Business,Cust24038,EU,PD1,134.52,172,,
2021-07-01,Medium Business,Cust24041,APJ,PD4,99.977544,132,,
2022-02-01,SMALL BUSINESS,Cust24043,UK,PD4,20.1,25,,
2021-01-01,LARGE BUSINESS,Cust24046,EU,PD1,98,272,,
2021-11-01,Medium Business,Cust24047,NA,PD4,47,62,,
2021-08-01,LARGE BUSINESS,Cust4566,MEA,PD5,78,94,,
2021-09-01,SMALL BUSINESS,Cust24049,INDIA,PD4,31.43664,73,,
2021-12-01,SMALL BUSINESS,Cust24050,NA,PD1,270,380,,
2021-06-01,SMALL BUSINESS,Cust4577,EU,PD1,57,79,,
2021-12-01,SMALL BUSINESS,Cust24053,NA,PD7,18,23,,
2022-03-01,SMALL BUSINESS,Cust9860,NA,PD1,18,18,,
2021-02-01,SMALL BUSINESS,Cust24056,EU,PD1,257.07,330,,
2021-07-01,LARGE BUSINESS,Cust24057,EU,PD6,129,155,,
2021-09-01,SMALL BUSINESS,Cust24060,APJ,PD1,126,158,,
2021-11-01,SMALL BUSINESS,Cust24061,EU,PD1,15,18,,
2021-02-01,SMALL BUSINESS,Cust24063,NA,PD1,45,45,,
2021-04-01,Medium Business,Cust24065,NA,PD6,356,509,,
2021-09-01,LARGE BUSINESS,Cust24068,NA,PD1,79,79,,
2021-09-01,LARGE BUSINESS,Cust4597,NA,PD4,83,83,,
2021-10-01,SMALL BUSINESS,Cust24069,APJ,PD1,234,234,,
2021-08-01,Medium Business,Cust24070,OTHERS,PD2,129.56328,154,,
2022-02-01,SMALL BUSINESS,Cust24071,NA,PD1,36,41,,
2022-03-01,SMALL BUSINESS,Cust24072,NA,PD1,54,54,,
2022-01-01,SMALL BUSINESS,Cust24073,NA,PD4,18,24,,
2021-02-01,SMALL BUSINESS,Cust24074,EU,PD8,11,12,,
2021-09-01,SMALL BUSINESS,Cust24075,MEA,PD6,545.13,545,,
2021-09-01,SMALL BUSINESS,Cust24076,NA,PD6,59,67,,
2022-02-01,SMALL BUSINESS,Cust24077,NA,PD1,18,36,,
2022-01-01,SMALL BUSINESS,Cust14965,NA,PD5,72,90,,
2021-01-01,SMALL BUSINESS,Cust24079,OTHERS,PD1,57,146,,
2021-12-01,Medium Business,Cust24080,EU,PD6,507.3,650,,
2021-12-01,Medium Business,Cust24081,EU,PD1,290.28,354,,
2021-03-01,LARGE BUSINESS,Cust24082,EU,PD1,241.08,335,,
2021-02-01,Medium Business,Cust4618,NA,PD4,138,170,,
2021-09-01,Medium Business,Cust24084,EU,PD1,1536.885,1852,,
2021-11-01,SMALL BUSINESS,Cust24085,APJ,PD1,46.8,54,,
2021-11-01,SMALL BUSINESS,Cust24087,NA,PD1,70,93,,
2021-03-01,Medium Business,Cust4628,INDIA,PD5,38.29032,48,,
2021-04-01,LARGE BUSINESS,Cust24090,EU,PD4,149,166,,
2022-03-01,LARGE BUSINESS,Cust24092,NA,PD6,1894,5119,,
2022-03-01,Medium Business,Cust24093,APJ,PD5,47,47,,
2022-03-01,Medium Business,Cust24094,NA,PD1,227.2,284,,
2021-03-01,SMALL BUSINESS,Cust24096,APJ,PD6,283.92,400,,
2021-03-01,SMALL BUSINESS,Cust24097,OTHERS,PD8,11,11,,
2022-01-01,SMALL BUSINESS,Cust24099,APJ,PD4,115,128,,
2021-08-01,Medium Business,Cust24101,NA,PD1,343,490,,
2021-02-01,Medium Business,Cust24102,OTHERS,PD7,78,94,,
2021-10-01,Medium Business,Cust24103,NA,PD1,112.1,112,,
2021-03-01,SMALL BUSINESS,Cust24104,EU,PD4,265.68,299,,
2021-02-01,SMALL BUSINESS,Cust24105,EU,PD1,19,38,,
2021-06-01,Medium Business,Cust24106,UK,PD4,140.624,178,,
2021-09-01,SMALL BUSINESS,Cust24107,EU,PD1,18,25,,
2021-11-01,SMALL BUSINESS,Cust24110,NA,PD1,63.75,83,,
2021-09-01,SMALL BUSINESS,Cust24111,NA,PD4,45,45,,
2022-01-01,Medium Business,Cust24112,NA,PD1,159.3,181,,
2021-08-01,SMALL BUSINESS,Cust24115,NA,PD6,85.5,101,,
2021-04-01,SMALL BUSINESS,Cust24116,INDIA,PD4,70,91,,
2021-08-01,SMALL BUSINESS,Cust24121,NA,PD4,65.60928,73,,
2021-10-01,SMALL BUSINESS,Cust24124,NA,PD4,36,75,,
2022-01-01,SMALL BUSINESS,Cust24125,EU,PD1,18,22,,
2022-01-01,LARGE BUSINESS,Cust24130,EU,PD4,83,98,,
2022-03-01,SMALL BUSINESS,Cust24132,APJ,PD1,18,47,,
2021-05-01,LARGE BUSINESS,Cust24134,UK,PD1,293.76,392,,
2021-02-01,Medium Business,Cust15169,INDIA,PD4,62.74,63,,
2022-01-01,SMALL BUSINESS,Cust24135,NA,PD1,15,17,,
2021-09-01,Medium Business,Cust24138,MEA,PD1,833,833,,
2021-12-01,SMALL BUSINESS,Cust24139,NA,PD6,80.75,109,,
2021-01-01,SMALL BUSINESS,Cust24141,EU,PD1,38,53,,
2021-11-01,SMALL BUSINESS,Cust24142,EU,PD1,36,47,,
2022-02-01,SMALL BUSINESS,Cust24143,APJ,PD4,18,20,,
2021-10-01,SMALL BUSINESS,Cust24144,EU,PD1,88.56,89,,
2021-09-01,Medium Business,Cust24145,NA,PD1,118,136,,
2021-01-01,SMALL BUSINESS,Cust24146,EU,PD1,38,43,,
2022-01-01,SMALL BUSINESS,Cust24147,UK,PD1,201,228,,
2022-02-01,Medium Business,Cust24148,APJ,PD1,220.32,265,,
2021-10-01,Medium Business,Cust15171,APJ,PD1,295,355,,
2021-03-01,SMALL BUSINESS,Cust24149,NA,PD7,228,275,,
2021-06-01,SMALL BUSINESS,Cust24151,NA,PD1,114.75,142,,
2021-12-01,SMALL BUSINESS,Cust24152,INDIA,PD1,36,36,,
2021-12-01,LARGE BUSINESS,Cust24155,NA,PD1,119,149,,
2021-09-01,LARGE BUSINESS,Cust13260,NA,PD5,590,787,,
2021-05-01,LARGE BUSINESS,Cust24156,NA,PD1,156.8,198,,
2021-04-01,SMALL BUSINESS,Cust24158,NA,PD1,57,66,,
2021-03-01,SMALL BUSINESS,Cust24159,APJ,PD1,95,95,,
2022-02-01,SMALL BUSINESS,Cust24160,APJ,PD4,21.6,22,,
2021-02-01,SMALL BUSINESS,Cust9952,UK,PD6,360.4,462,,
2021-07-01,SMALL BUSINESS,Cust24161,NA,PD1,75,75,,
2021-01-01,LARGE BUSINESS,Cust22498,EU,PD1,84.87,96,,
2021-04-01,SMALL BUSINESS,Cust24163,NA,PD1,15,17,,
2021-03-01,LARGE BUSINESS,Cust24164,NA,PD5,314,369,,
2021-10-01,SMALL BUSINESS,Cust24165,APJ,PD1,39,49,,
2021-03-01,SMALL BUSINESS,Cust24166,OTHERS,PD8,14,14,,
2021-08-01,SMALL BUSINESS,Cust19751,OTHERS,PD2,78.2,100,,
2021-01-01,SMALL BUSINESS,Cust4708,APJ,PD1,46.74,114,,
2021-07-01,SMALL BUSINESS,Cust24168,APJ,PD1,209,209,,
2021-04-01,SMALL BUSINESS,Cust24169,UK,PD4,37.468,42,,
2021-10-01,SMALL BUSINESS,Cust24170,UK,PD1,163.2,207,,
2021-09-01,SMALL BUSINESS,Cust24171,NA,PD6,177,230,,
2022-02-01,Medium Business,Cust24174,INDIA,PD1,110.9142,308,,
2021-09-01,SMALL BUSINESS,Cust24177,NA,PD1,36,36,,
2021-06-01,LARGE BUSINESS,Cust24179,NA,PD1,124.95,125,,
2022-02-01,LARGE BUSINESS,Cust9967,EU,PD2,207.8,562,,
2021-08-01,Medium Business,Cust24180,NA,PD5,66.3,84,,
2021-11-01,LARGE BUSINESS,Cust10502,APJ,PD4,1232,1449,,
2021-02-01,SMALL BUSINESS,Cust24183,NA,PD1,30,34,,
2021-09-01,Medium Business,Cust24184,EU,PD4,94,94,,
2021-03-01,Medium Business,Cust24185,NA,PD6,400.5,564,,
2021-05-01,LARGE BUSINESS,Cust24186,MEA,PD1,1422,3026,,
